asset_tag,serial_number,site,business_service,owner_team,lifecycle_state,vendor,model,category,purchase_date,installed_date,warranty_end
SYD-DC1-STO-0887,SRL-364BF671,SYD-DC1,Online Payments,Cloud Ops,RMA Pending,Dell,PowerStore 500,Storage,2018-02-15,2018-03-20,2022-02-15
SFO-DC2-SWI-0888,SRL-EE268BFF,SFO-DC2,Online Payments,Platform Engineering,Retiring,Arista,7050X3-48C,Switch,2019-03-03,2019-04-02,2022-03-03
TOR-DC1-SER-0889,SRL-94BECE6F,TOR-DC1,ERP Core,Network Team,RMA Pending,Supermicro,SYS-220U-TNR,Server,2021-08-27,2021-10-12,2024-08-27
LON-DC1-FIR-0890,SRL-389F8D1E,LON-DC1,Analytics Platform,Security Team,Lab,Fortinet,FortiGate 200F,Firewall,2022-07-05,2022-09-10,2025-07-05
TOR-DC1-SWI-0891,SRL-296CE77F,TOR-DC1,Analytics Platform,Infra Ops,RMA Pending,HPE,Aruba 8400,Switch,2021-03-14,2021-03-14,2024-03-14
SGP-EDGE-SWI-0892,SRL-01EE779E,SGP-EDGE,Security Monitoring,Security Team,Retiring,Arista,7280R3-48YC6,Switch,2018-06-19,2018-08-27,2021-06-19
SYD-DC1-FIR-0893,SRL-8E7FF322,SYD-DC1,Voice Core,Security Team,Lab,Palo Alto Networks,PA-5220,Firewall,2018-12-13,2019-02-17,2023-12-13
TOR-DC1-STO-0894,SRL-21DFB579,TOR-DC1,Security Monitoring,Network Team,In Service,NetApp,AFF A400,Storage,2015-01-11,2015-02-21,2019-01-11
MEL-DR-SWI-0895,SRL-0EEFFE97,MEL-DR,Retail POS,Data Center Ops,Retiring,Cisco,Nexus 93180YC-FX3,Switch,2015-05-17,2015-07-18,2019-05-17
SGP-EDGE-SER-0896,SRL-242D609C,SGP-EDGE,Email & Collaboration,Data Center Ops,Lab,Dell,PowerEdge R650,Server,2023-01-19,2023-02-21,2027-01-19
SFO-DC2-SWI-0897,SRL-932F1670,SFO-DC2,Manufacturing SCADA,Platform Engineering,Lab,Arista,7280R3-48YC6,Switch,2017-02-11,2017-04-28,2021-02-11
SFO-DC2-SWI-0898,SRL-907DE1C4,SFO-DC2,Security Monitoring,Network Team,Lab,Cisco,Nexus 93180YC-FX3,Switch,2017-08-28,2017-09-15,2022-08-28
MEL-DR-STO-0899,SRL-C224B4BB,MEL-DR,Email & Collaboration,Infra Ops,Lab,Dell,PowerStore 500,Storage,2019-09-11,2019-11-16,2022-09-11
MEL-DR-SWI-0900,SRL-0F1338CD,MEL-DR,Voice Core,Security Team,Retiring,Arista,7280R3-48YC6,Switch,2015-04-05,2015-04-21,2018-04-05
SFO-DC2-SER-0901,SRL-1695F0B0,SFO-DC2,Online Payments,Platform Engineering,Lab,HPE,ProLiant DL380 Gen10,Server,2022-07-04,2022-09-17,2025-07-04
AMS-HQ-SER-0902,SRL-1C0F7361,AMS-HQ,IoT Gateway,Data Center Ops,Retiring,Lenovo,ThinkSystem SR650,Server,2022-08-04,2022-08-04,2025-08-04
MEL-DR-SER-0903,SRL-5E06C71F,MEL-DR,ERP Core,Security Team,Lab,HPE,ProLiant DL380 Gen10,Server,2017-12-17,2018-01-03,2022-12-17
TOR-DC1-SER-0904,SRL-368E0D3A,TOR-DC1,Analytics Platform,Cloud Ops,In Service,Supermicro,SYS-220U-TNR,Server,2017-07-03,2017-08-14,2021-07-03
NYC-HQ-SER-0905,SRL-A41C194E,NYC-HQ,IoT Gateway,Network Team,Lab,Dell,PowerEdge R740,Server,2021-06-19,2021-06-14,2025-06-19
SFO-DC2-SER-0906,SRL-DAB2F381,SFO-DC2,Online Payments,Network Team,Decommission Planned,Lenovo,ThinkSystem SR650,Server,2022-11-09,2023-01-07,2027-11-09
SYD-DC1-STO-0907,SRL-EF4F4BDD,SYD-DC1,IoT Gateway,Network Team,RMA Pending,Dell,PowerStore 500,Storage,2022-06-24,2022-08-18,2025-06-24
LON-DC1-FIR-0908,SRL-5D3ABBE2,LON-DC1,Online Payments,Data Center Ops,Lab,Fortinet,FortiGate 100E,Firewall,2015-12-03,2016-02-23,2020-12-03
DAL-DC2-SER-0909,SRL-723225F6,DAL-DC2,ERP Core,Platform Engineering,Lab,HPE,ProLiant DL380 Gen10,Server,2018-07-03,2018-07-15,2021-07-03
SFO-DC2-SER-0910,SRL-12D501F7,SFO-DC2,Email & Collaboration,Platform Engineering,Lab,Dell,PowerEdge R650,Server,2016-05-16,2016-07-21,2021-05-16
SGP-EDGE-SER-0911,SRL-83126FE4,SGP-EDGE,Retail POS,Security Team,Lab,Dell,PowerEdge R740,Server,2020-09-07,2020-11-19,2024-09-07
DAL-DC2-STO-0912,SRL-320FEB2F,DAL-DC2,Voice Core,Infra Ops,Retiring,Dell,PowerStore 500,Storage,2021-02-25,2021-04-01,2025-02-25
TOR-DC1-SWI-0913,SRL-54623D04,TOR-DC1,Customer Portal,Platform Engineering,RMA Pending,Arista,7050X3-48C,Switch,2016-01-17,2016-02-12,2020-01-17
LON-DC1-SER-0914,SRL-87B73990,LON-DC1,Customer Portal,Platform Engineering,Retiring,Supermicro,SYS-220U-TNR,Server,2016-05-15,2016-07-20,2019-05-15
AMS-HQ-FIR-0915,SRL-1D805A49,AMS-HQ,Security Monitoring,Security Team,Spare,Fortinet,FortiGate 200F,Firewall,2018-09-14,2018-10-03,2023-09-14
SYD-DC1-SER-0916,SRL-909120F2,SYD-DC1,Manufacturing SCADA,Network Team,In Service,Supermicro,SYS-220U-TNR,Server,2016-09-14,2016-11-16,2019-09-14
AMS-HQ-ROU-0917,SRL-727E596D,AMS-HQ,Retail POS,Infra Ops,Lab,Juniper,MX204,Router,2016-09-01,2016-09-25,2021-09-01
AMS-HQ-SWI-0918,SRL-B151402E,AMS-HQ,Customer Portal,Security Team,Decommission Planned,Cisco,Nexus 93180YC-FX3,Switch,2016-07-23,2016-08-13,2020-07-23
TOR-DC1-STO-0919,SRL-9141FE14,TOR-DC1,Voice Core,Data Center Ops,Decommission Planned,Dell,PowerStore 500,Storage,2019-06-28,2019-07-03,2022-06-28
SFO-DC2-ROU-0920,SRL-7C4D129F,SFO-DC2,ERP Core,Data Center Ops,Retiring,Juniper,MX204,Router,2016-07-18,2016-07-02,2019-07-18
DAL-DC2-SER-0921,SRL-74CBA5ED,DAL-DC2,ERP Core,Network Team,Spare,Lenovo,ThinkSystem SR650,Server,2022-12-13,2023-02-12,2027-12-13
AMS-HQ-FIR-0922,SRL-E61A5C03,AMS-HQ,Security Monitoring,Cloud Ops,Retiring,Palo Alto Networks,PA-3220,Firewall,2021-05-03,2021-05-01,2024-05-03
SYD-DC1-SWI-0923,SRL-10D38233,SYD-DC1,Analytics Platform,Network Team,In Service,HPE,Aruba 8400,Switch,2015-04-16,2015-04-16,2020-04-16
LON-DC1-SWI-0924,SRL-DE316FFD,LON-DC1,Email & Collaboration,Data Center Ops,Retiring,HPE,Aruba 8400,Switch,2016-05-25,2016-07-06,2019-05-25
AMS-HQ-SER-0925,SRL-D9AD66EF,AMS-HQ,Email & Collaboration,Network Team,In Service,HPE,ProLiant DL380 Gen10,Server,2017-12-23,2018-02-01,2021-12-23
AMS-HQ-SWI-0926,SRL-71AD20EA,AMS-HQ,Online Payments,Platform Engineering,Retiring,Juniper,QFX5120-48Y,Switch,2018-05-19,2018-07-19,2021-05-19
MEL-DR-SWI-0927,SRL-E770102C,MEL-DR,Online Payments,Network Team,RMA Pending,Arista,7050X3-48C,Switch,2021-08-24,2021-10-20,2026-08-24
FRA-DC3-FIR-0928,SRL-95498B83,FRA-DC3,Security Monitoring,Network Team,Decommission Planned,Palo Alto Networks,PA-5220,Firewall,2022-09-19,2022-11-19,2027-09-19
AMS-HQ-SER-0929,SRL-BB4B0B6B,AMS-HQ,Analytics Platform,Data Center Ops,In Service,Supermicro,SYS-220U-TNR,Server,2015-07-19,2015-08-11,2020-07-19
NYC-HQ-SER-0930,SRL-FFE08D1E,NYC-HQ,Security Monitoring,Data Center Ops,Decommission Planned,Lenovo,ThinkSystem SR650,Server,2016-08-20,2016-09-16,2020-08-20
DAL-DC2-SWI-0931,SRL-DC7D2E18,DAL-DC2,Online Payments,Security Team,Lab,HPE,Aruba 8400,Switch,2022-06-15,2022-07-24,2027-06-15
LON-DC1-STO-0932,SRL-D39930A2,LON-DC1,Retail POS,Data Center Ops,Lab,Dell,PowerStore 500,Storage,2022-03-10,2022-04-11,2026-03-10
MEL-DR-SWI-0933,SRL-733EE012,MEL-DR,Voice Core,Security Team,Retiring,HPE,Aruba 8400,Switch,2019-12-24,2019-12-17,2024-12-24
AMS-HQ-SER-0934,SRL-E07113E4,AMS-HQ,Customer Portal,Security Team,Spare,HPE,ProLiant DL380 Gen10,Server,2022-02-26,2022-04-01,2026-02-26
SGP-EDGE-SWI-0935,SRL-C8E01BD8,SGP-EDGE,Analytics Platform,Security Team,Retiring,Cisco,Nexus 93180YC-FX3,Switch,2015-06-09,2015-07-06,2020-06-09
SFO-DC2-SWI-0936,SRL-67419332,SFO-DC2,Customer Portal,Cloud Ops,In Service,Cisco,Catalyst 9606R,Switch,2020-07-04,2020-09-05,2023-07-04
NYC-HQ-ROU-0937,SRL-8D776F06,NYC-HQ,Manufacturing SCADA,Security Team,Decommission Planned,Juniper,MX204,Router,2020-06-25,2020-06-12,2025-06-25
SGP-EDGE-STO-0938,SRL-D4559A36,SGP-EDGE,Customer Portal,Data Center Ops,Retiring,Dell,PowerStore 500,Storage,2016-12-02,2017-02-08,2020-12-02
NYC-HQ-SER-0939,SRL-46B99A47,NYC-HQ,ERP Core,Cloud Ops,Retiring,Dell,PowerEdge R740,Server,2023-01-17,2023-01-12,2026-01-17
NYC-HQ-FIR-0940,SRL-C749D69D,NYC-HQ,Analytics Platform,Infra Ops,Spare,Fortinet,FortiGate 200F,Firewall,2022-09-16,2022-09-10,2025-09-16
MEL-DR-SWI-0941,SRL-423CCF9B,MEL-DR,IoT Gateway,Security Team,In Service,HPE,Aruba 8400,Switch,2022-07-25,2022-07-07,2025-07-25
AMS-HQ-SER-0942,SRL-B1A59E81,AMS-HQ,IoT Gateway,Infra Ops,Retiring,HPE,ProLiant DL380 Gen10,Server,2016-05-12,2016-07-15,2020-05-12
LON-DC1-SWI-0943,SRL-25AA11FC,LON-DC1,Customer Portal,Cloud Ops,Decommission Planned,Juniper,QFX5120-48Y,Switch,2017-07-14,2017-09-16,2021-07-14
FRA-DC3-SER-0944,SRL-7D12151F,FRA-DC3,IoT Gateway,Network Team,Decommission Planned,Dell,PowerEdge R650,Server,2015-12-26,2016-02-14,2018-12-26
NYC-HQ-SER-0945,SRL-8BC1AA6D,NYC-HQ,IoT Gateway,Infra Ops,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2021-01-13,2021-01-27,2026-01-13
SFO-DC2-SER-0946,SRL-FF18262A,SFO-DC2,Retail POS,Network Team,RMA Pending,Supermicro,SYS-220U-TNR,Server,2019-07-13,2019-09-05,2023-07-13
MEL-DR-SER-0947,SRL-04DC1008,MEL-DR,IoT Gateway,Network Team,Lab,Supermicro,SYS-220U-TNR,Server,2017-12-13,2018-02-20,2022-12-13
LON-DC1-SWI-0948,SRL-C078AFA4,LON-DC1,Manufacturing SCADA,Cloud Ops,Retiring,Arista,7280R3-48YC6,Switch,2020-11-13,2020-12-18,2024-11-13
NYC-HQ-FIR-0949,SRL-9B51A8B5,NYC-HQ,Online Payments,Cloud Ops,Lab,Palo Alto Networks,PA-5220,Firewall,2017-09-18,2017-10-06,2020-09-18
NYC-HQ-SER-0950,SRL-E9DB150B,NYC-HQ,Manufacturing SCADA,Cloud Ops,Lab,Supermicro,SYS-220U-TNR,Server,2020-11-06,2020-11-18,2023-11-06
FRA-DC3-FIR-0951,SRL-4E799FF6,FRA-DC3,Retail POS,Infra Ops,Spare,Fortinet,FortiGate 200F,Firewall,2021-09-04,2021-09-21,2025-09-04
SGP-EDGE-SWI-0952,SRL-1264A5D9,SGP-EDGE,Manufacturing SCADA,Infra Ops,In Service,Cisco,Nexus 93180YC-FX3,Switch,2016-08-10,2016-10-05,2021-08-10
SYD-DC1-STO-0953,SRL-80EDE26E,SYD-DC1,Voice Core,Infra Ops,Spare,NetApp,FAS2750,Storage,2023-10-08,2023-11-04,2027-10-08
SGP-EDGE-FIR-0954,SRL-9DF719F3,SGP-EDGE,Retail POS,Data Center Ops,Spare,Palo Alto Networks,PA-5220,Firewall,2023-12-08,2023-12-03,2027-12-08
FRA-DC3-SWI-0955,SRL-BA757935,FRA-DC3,Retail POS,Security Team,Lab,Arista,7280R3-48YC6,Switch,2016-03-23,2016-05-27,2020-03-23
NYC-HQ-SER-0956,SRL-78BA9B7F,NYC-HQ,ERP Core,Network Team,Decommission Planned,Dell,PowerEdge R650,Server,2022-04-15,2022-04-06,2026-04-15
FRA-DC3-SER-0957,SRL-78862448,FRA-DC3,Email & Collaboration,Cloud Ops,Retiring,Supermicro,SYS-220U-TNR,Server,2021-05-19,2021-07-04,2026-05-19
DAL-DC2-SWI-0958,SRL-71481F91,DAL-DC2,Voice Core,Data Center Ops,Decommission Planned,Arista,7050X3-48C,Switch,2017-03-17,2017-03-15,2021-03-17
AMS-HQ-SER-0959,SRL-5CF0D2F2,AMS-HQ,Customer Portal,Data Center Ops,Retiring,Supermicro,SYS-220U-TNR,Server,2016-12-07,2017-02-15,2020-12-07
SYD-DC1-SER-0960,SRL-C789F83F,SYD-DC1,Customer Portal,Cloud Ops,Lab,Dell,PowerEdge R740,Server,2021-02-04,2021-03-03,2026-02-04
SGP-EDGE-SER-0961,SRL-75A8AC7B,SGP-EDGE,Online Payments,Cloud Ops,Spare,Dell,PowerEdge R740,Server,2020-05-12,2020-06-02,2024-05-12
AMS-HQ-STO-0962,SRL-5F7295BC,AMS-HQ,Online Payments,Security Team,Spare,NetApp,FAS2750,Storage,2021-01-10,2021-02-26,2024-01-10
SFO-DC2-STO-0963,SRL-F578645E,SFO-DC2,Voice Core,Network Team,In Service,NetApp,AFF A400,Storage,2020-02-28,2020-02-15,2024-02-28
AMS-HQ-SWI-0964,SRL-125B9051,AMS-HQ,Retail POS,Infra Ops,Retiring,Arista,7280R3-48YC6,Switch,2020-07-16,2020-09-15,2023-07-16
SFO-DC2-SWI-0965,SRL-8302659E,SFO-DC2,Manufacturing SCADA,Data Center Ops,Decommission Planned,Arista,7280R3-48YC6,Switch,2022-03-28,2022-04-21,2025-03-28
TOR-DC1-SWI-0966,SRL-ED60BC29,TOR-DC1,Retail POS,Platform Engineering,Decommission Planned,Juniper,QFX5120-48Y,Switch,2021-06-18,2021-06-05,2026-06-18
AMS-HQ-SER-0967,SRL-3F21CBB9,AMS-HQ,Security Monitoring,Data Center Ops,In Service,HPE,ProLiant DL380 Gen10,Server,2015-10-21,2015-11-12,2020-10-21
NYC-HQ-STO-0968,SRL-CB501BC2,NYC-HQ,Manufacturing SCADA,Network Team,Spare,Dell,PowerStore 500,Storage,2023-10-25,2023-10-13,2028-10-25
FRA-DC3-SWI-0969,SRL-5B615D55,FRA-DC3,Analytics Platform,Platform Engineering,Retiring,Cisco,Catalyst 9300-48P,Switch,2016-11-18,2016-12-21,2019-11-18
SGP-EDGE-STO-0970,SRL-8DEEAE65,SGP-EDGE,Analytics Platform,Security Team,RMA Pending,NetApp,FAS2750,Storage,2022-02-26,2022-04-16,2027-02-26
MEL-DR-SER-0971,SRL-243548C5,MEL-DR,Email & Collaboration,Cloud Ops,In Service,Lenovo,ThinkSystem SR650,Server,2015-06-14,2015-07-17,2019-06-14
SYD-DC1-ROU-0972,SRL-E5C76895,SYD-DC1,Manufacturing SCADA,Infra Ops,Decommission Planned,Juniper,MX204,Router,2016-02-04,2016-04-23,2019-02-04
SGP-EDGE-SWI-0973,SRL-53D50D23,SGP-EDGE,Customer Portal,Security Team,Lab,Cisco,Catalyst 9606R,Switch,2017-05-14,2017-06-15,2020-05-14
TOR-DC1-SWI-0974,SRL-C545F6C9,TOR-DC1,IoT Gateway,Security Team,In Service,Cisco,Nexus 93180YC-FX3,Switch,2019-07-04,2019-08-24,2022-07-04
DAL-DC2-SER-0975,SRL-E3A537ED,DAL-DC2,IoT Gateway,Infra Ops,Decommission Planned,Dell,PowerEdge R740,Server,2015-04-08,2015-06-06,2020-04-08
LON-DC1-FIR-0976,SRL-20C242BE,LON-DC1,Voice Core,Cloud Ops,Retiring,Palo Alto Networks,PA-5220,Firewall,2016-05-02,2016-06-22,2020-05-02
FRA-DC3-SWI-0977,SRL-72700635,FRA-DC3,Email & Collaboration,Network Team,Decommission Planned,Cisco,Catalyst 9300-48P,Switch,2021-11-08,2021-11-20,2025-11-08
FRA-DC3-SWI-0978,SRL-CA859D5B,FRA-DC3,Retail POS,Data Center Ops,In Service,Juniper,QFX5120-48Y,Switch,2023-11-26,2023-11-24,2027-11-26
TOR-DC1-SER-0979,SRL-B03E93D1,TOR-DC1,Email & Collaboration,Platform Engineering,In Service,Supermicro,SYS-220U-TNR,Server,2018-03-12,2018-05-03,2021-03-12
LON-DC1-SWI-0980,SRL-D0353BDC,LON-DC1,Manufacturing SCADA,Platform Engineering,Retiring,Arista,7280R3-48YC6,Switch,2015-01-27,2015-03-08,2020-01-27
SGP-EDGE-SER-0981,SRL-F30EAADE,SGP-EDGE,Customer Portal,Network Team,In Service,Lenovo,ThinkSystem SR650,Server,2019-10-09,2019-11-09,2023-10-09
LON-DC1-SWI-0982,SRL-D5463AFD,LON-DC1,Retail POS,Cloud Ops,Lab,Cisco,Nexus 93180YC-FX3,Switch,2017-12-18,2018-02-12,2020-12-18
SGP-EDGE-SER-0983,SRL-EFD288A3,SGP-EDGE,ERP Core,Platform Engineering,RMA Pending,Dell,PowerEdge R740,Server,2017-12-18,2018-01-05,2021-12-18
LON-DC1-FIR-0984,SRL-1B392DC8,LON-DC1,Retail POS,Cloud Ops,Lab,Fortinet,FortiGate 100E,Firewall,2019-12-15,2020-01-01,2022-12-15
MEL-DR-STO-0985,SRL-8F0ED92E,MEL-DR,IoT Gateway,Security Team,Decommission Planned,Dell,PowerStore 500,Storage,2020-01-23,2020-01-22,2025-01-23
SYD-DC1-SWI-0986,SRL-764FC8D6,SYD-DC1,Retail POS,Platform Engineering,In Service,Cisco,Catalyst 9300-48P,Switch,2017-07-18,2017-09-02,2021-07-18
FRA-DC3-SWI-0987,SRL-2499AAA4,FRA-DC3,ERP Core,Data Center Ops,RMA Pending,Cisco,Catalyst 9606R,Switch,2023-01-27,2023-03-05,2028-01-27
NYC-HQ-FIR-0988,SRL-9B4186CB,NYC-HQ,IoT Gateway,Platform Engineering,Retiring,Palo Alto Networks,PA-3220,Firewall,2021-03-27,2021-03-10,2024-03-27
AMS-HQ-SWI-0989,SRL-692C79E6,AMS-HQ,IoT Gateway,Security Team,Decommission Planned,Cisco,Catalyst 9300-48P,Switch,2018-12-01,2019-01-16,2023-12-01
MEL-DR-FIR-0990,SRL-B0FBFBD2,MEL-DR,Analytics Platform,Network Team,Retiring,Fortinet,FortiGate 200F,Firewall,2018-04-16,2018-05-14,2021-04-16
SGP-EDGE-STO-0991,SRL-B3BF9CE8,SGP-EDGE,Voice Core,Data Center Ops,RMA Pending,Dell,PowerStore 500,Storage,2018-01-07,2018-03-07,2021-01-07
SGP-EDGE-SER-0992,SRL-4703D1CE,SGP-EDGE,Retail POS,Cloud Ops,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2023-04-22,2023-06-16,2028-04-22
TOR-DC1-STO-0993,SRL-87A66A18,TOR-DC1,Retail POS,Security Team,In Service,NetApp,FAS2750,Storage,2017-12-03,2017-12-01,2021-12-03
TOR-DC1-ROU-0994,SRL-4EBBFB5E,TOR-DC1,Analytics Platform,Cloud Ops,RMA Pending,Juniper,MX204,Router,2018-11-01,2019-01-19,2023-11-01
SGP-EDGE-SWI-0995,SRL-A2BB44A1,SGP-EDGE,Manufacturing SCADA,Platform Engineering,In Service,Arista,7050X3-48C,Switch,2015-06-14,2015-08-16,2019-06-14
NYC-HQ-FIR-0996,SRL-A632F429,NYC-HQ,Manufacturing SCADA,Platform Engineering,Decommission Planned,Palo Alto Networks,PA-3220,Firewall,2023-01-24,2023-02-04,2026-01-24
SGP-EDGE-FIR-0997,SRL-B310B17F,SGP-EDGE,Email & Collaboration,Cloud Ops,Decommission Planned,Fortinet,FortiGate 100E,Firewall,2015-07-07,2015-08-01,2018-07-07
TOR-DC1-SWI-0998,SRL-A88C0621,TOR-DC1,Online Payments,Data Center Ops,Spare,Arista,7050X3-48C,Switch,2016-04-07,2016-05-08,2020-04-07
SGP-EDGE-SER-0999,SRL-66F87E5F,SGP-EDGE,ERP Core,Data Center Ops,RMA Pending,Dell,PowerEdge R740,Server,2015-08-14,2015-08-27,2020-08-14
MEL-DR-SER-1000,SRL-B9832A96,MEL-DR,Security Monitoring,Security Team,In Service,Lenovo,ThinkSystem SR650,Server,2018-06-27,2018-06-15,2022-06-27
FRA-DC3-STO-1001,SRL-E4408DE3,FRA-DC3,Analytics Platform,Network Team,Retiring,Dell,PowerStore 500,Storage,2022-02-21,2022-04-28,2027-02-21
NYC-HQ-FIR-1002,SRL-6C3BA0BF,NYC-HQ,ERP Core,Network Team,In Service,Palo Alto Networks,PA-5220,Firewall,2020-12-03,2020-12-01,2023-12-03
AMS-HQ-SWI-1003,SRL-1662B4E2,AMS-HQ,Online Payments,Infra Ops,Retiring,Arista,7050X3-48C,Switch,2016-02-22,2016-02-11,2021-02-22
SYD-DC1-SER-1004,SRL-5DE46739,SYD-DC1,Security Monitoring,Platform Engineering,Decommission Planned,Dell,PowerEdge R740,Server,2021-04-28,2021-06-26,2026-04-28
TOR-DC1-SWI-1005,SRL-B9035ED4,TOR-DC1,Online Payments,Platform Engineering,Decommission Planned,Arista,7280R3-48YC6,Switch,2021-10-20,2021-10-14,2025-10-20
SYD-DC1-STO-1006,SRL-FC8657B4,SYD-DC1,Voice Core,Cloud Ops,Lab,NetApp,FAS2750,Storage,2018-02-04,2018-02-15,2023-02-04
NYC-HQ-SER-1007,SRL-580C4104,NYC-HQ,Retail POS,Security Team,Retiring,Dell,PowerEdge R650,Server,2023-05-12,2023-07-15,2027-05-12
TOR-DC1-SER-1008,SRL-6684B93E,TOR-DC1,Voice Core,Security Team,Spare,Dell,PowerEdge R650,Server,2015-01-05,2015-02-24,2020-01-05
DAL-DC2-FIR-1009,SRL-0B9AB7CB,DAL-DC2,Manufacturing SCADA,Data Center Ops,Lab,Fortinet,FortiGate 200F,Firewall,2023-03-05,2023-05-15,2027-03-05
TOR-DC1-SWI-1010,SRL-C8F71ADA,TOR-DC1,IoT Gateway,Infra Ops,Lab,Cisco,Catalyst 9300-48P,Switch,2023-10-22,2023-10-22,2026-10-22
LON-DC1-SWI-1011,SRL-00B15225,LON-DC1,Manufacturing SCADA,Cloud Ops,In Service,Arista,7050X3-48C,Switch,2020-04-07,2020-05-12,2023-04-07
MEL-DR-SWI-1012,SRL-1027D326,MEL-DR,Analytics Platform,Data Center Ops,Decommission Planned,Arista,7280R3-48YC6,Switch,2020-10-19,2020-11-13,2025-10-19
SGP-EDGE-SER-1013,SRL-FA746D80,SGP-EDGE,Email & Collaboration,Infra Ops,Spare,Dell,PowerEdge R740,Server,2022-01-16,2022-02-24,2025-01-16
LON-DC1-SWI-1014,SRL-9C5B500F,LON-DC1,Analytics Platform,Platform Engineering,Retiring,HPE,Aruba 8400,Switch,2018-08-24,2018-09-18,2023-08-24
DAL-DC2-SWI-1015,SRL-DC3D0F60,DAL-DC2,Analytics Platform,Platform Engineering,Spare,Cisco,Catalyst 9300-48P,Switch,2020-01-03,2020-02-28,2023-01-03
FRA-DC3-SWI-1016,SRL-8073F480,FRA-DC3,ERP Core,Security Team,Lab,Arista,7280R3-48YC6,Switch,2018-11-19,2018-12-17,2021-11-19
SYD-DC1-SER-1017,SRL-5E24E5E6,SYD-DC1,Analytics Platform,Security Team,Lab,HPE,ProLiant DL380 Gen10,Server,2018-05-24,2018-06-26,2022-05-24
FRA-DC3-SWI-1018,SRL-73A66942,FRA-DC3,Analytics Platform,Security Team,Spare,Cisco,Catalyst 9300-48P,Switch,2017-05-04,2017-05-16,2022-05-04
SFO-DC2-FIR-1019,SRL-8FF41F40,SFO-DC2,Email & Collaboration,Data Center Ops,In Service,Fortinet,FortiGate 100E,Firewall,2018-05-15,2018-06-25,2022-05-15
MEL-DR-SWI-1020,SRL-B1FD86B3,MEL-DR,Customer Portal,Cloud Ops,Retiring,Arista,7050X3-48C,Switch,2016-02-05,2016-02-03,2019-02-05
LON-DC1-FIR-1021,SRL-8D7840E3,LON-DC1,Manufacturing SCADA,Platform Engineering,RMA Pending,Palo Alto Networks,PA-3220,Firewall,2020-10-14,2020-11-25,2023-10-14
TOR-DC1-FIR-1022,SRL-097E63F9,TOR-DC1,Retail POS,Security Team,Retiring,Fortinet,FortiGate 200F,Firewall,2017-06-08,2017-06-24,2022-06-08
SGP-EDGE-SER-1023,SRL-2345A958,SGP-EDGE,Customer Portal,Cloud Ops,Retiring,Lenovo,ThinkSystem SR650,Server,2018-12-03,2019-02-13,2023-12-03
TOR-DC1-FIR-1024,SRL-84135333,TOR-DC1,ERP Core,Security Team,Retiring,Palo Alto Networks,PA-5220,Firewall,2023-06-16,2023-08-04,2027-06-16
SFO-DC2-SER-1025,SRL-BE53EFB9,SFO-DC2,IoT Gateway,Data Center Ops,Lab,Supermicro,SYS-220U-TNR,Server,2022-12-16,2023-02-26,2026-12-16
TOR-DC1-SWI-1026,SRL-51E6A71F,TOR-DC1,Email & Collaboration,Data Center Ops,Retiring,Cisco,Nexus 93180YC-FX3,Switch,2018-04-07,2018-06-14,2021-04-07
DAL-DC2-FIR-1027,SRL-440C0B55,DAL-DC2,Analytics Platform,Infra Ops,Decommission Planned,Palo Alto Networks,PA-5220,Firewall,2017-06-09,2017-08-01,2020-06-09
SFO-DC2-SER-1028,SRL-4ADF84D0,SFO-DC2,ERP Core,Infra Ops,Decommission Planned,Supermicro,SYS-220U-TNR,Server,2020-04-19,2020-04-06,2024-04-19
FRA-DC3-SWI-1029,SRL-44F284FC,FRA-DC3,Retail POS,Infra Ops,Decommission Planned,Arista,7280R3-48YC6,Switch,2022-07-14,2022-08-13,2026-07-14
MEL-DR-SER-1030,SRL-D435A265,MEL-DR,Security Monitoring,Platform Engineering,In Service,HPE,ProLiant DL380 Gen10,Server,2022-04-09,2022-04-28,2026-04-09
NYC-HQ-STO-1031,SRL-506AF58D,NYC-HQ,Security Monitoring,Cloud Ops,Retiring,NetApp,AFF A400,Storage,2016-05-08,2016-05-02,2019-05-08
NYC-HQ-SWI-1032,SRL-3D2ED6B9,NYC-HQ,IoT Gateway,Network Team,Retiring,HPE,Aruba 8400,Switch,2020-04-22,2020-05-16,2024-04-22
SGP-EDGE-STO-1033,SRL-6422821C,SGP-EDGE,Security Monitoring,Security Team,RMA Pending,Dell,PowerStore 500,Storage,2017-12-24,2018-02-15,2021-12-24
SYD-DC1-FIR-1034,SRL-AFA4F4E8,SYD-DC1,Security Monitoring,Infra Ops,Lab,Palo Alto Networks,PA-5220,Firewall,2021-10-25,2021-10-08,2025-10-25
FRA-DC3-SWI-1035,SRL-141E4BD7,FRA-DC3,Customer Portal,Platform Engineering,Spare,Juniper,QFX5120-48Y,Switch,2018-08-08,2018-10-24,2023-08-08
FRA-DC3-FIR-1036,SRL-34C369AB,FRA-DC3,Voice Core,Data Center Ops,Decommission Planned,Fortinet,FortiGate 100E,Firewall,2016-06-28,2016-07-04,2020-06-28
DAL-DC2-STO-1037,SRL-8E82B1DB,DAL-DC2,Analytics Platform,Platform Engineering,Decommission Planned,NetApp,AFF A400,Storage,2015-06-05,2015-08-28,2018-06-05
