vendor,model,category,end_of_sale,end_of_support,end_of_life,recommended_replacement,advisory_url
Lenovo,TEMPLATE-LENOVO-Server-2617,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2618,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2619,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2620,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2621,Server,,,,,
HPE,TEMPLATE-HPE-Server-2622,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2623,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2624,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2625,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2626,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2627,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2628,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2629,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2630,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2631,Server,,,,,
HPE,TEMPLATE-HPE-Server-2632,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2633,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2634,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2635,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2636,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2637,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2638,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2639,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2640,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2641,Server,,,,,
HPE,TEMPLATE-HPE-Server-2642,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2643,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2644,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2645,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2646,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2647,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2648,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2649,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2650,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2651,Server,,,,,
HPE,TEMPLATE-HPE-Server-2652,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2653,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2654,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2655,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2656,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2657,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2658,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2659,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2660,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2661,Server,,,,,
HPE,TEMPLATE-HPE-Server-2662,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2663,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2664,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2665,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2666,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2667,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2668,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2669,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2670,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2671,Server,,,,,
HPE,TEMPLATE-HPE-Server-2672,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2673,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2674,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2675,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2676,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2677,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2678,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2679,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2680,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2681,Server,,,,,
HPE,TEMPLATE-HPE-Server-2682,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2683,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2684,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2685,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2686,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2687,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2688,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2689,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2690,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2691,Server,,,,,
HPE,TEMPLATE-HPE-Server-2692,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2693,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2694,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2695,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2696,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2697,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2698,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2699,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2700,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2701,Server,,,,,
HPE,TEMPLATE-HPE-Server-2702,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2703,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2704,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2705,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2706,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2707,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2708,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2709,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2710,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2711,Server,,,,,
HPE,TEMPLATE-HPE-Server-2712,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2713,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2714,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2715,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2716,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2717,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2718,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2719,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2720,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2721,Server,,,,,
HPE,TEMPLATE-HPE-Server-2722,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2723,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2724,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2725,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2726,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2727,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2728,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2729,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2730,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2731,Server,,,,,
HPE,TEMPLATE-HPE-Server-2732,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2733,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2734,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2735,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2736,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2737,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2738,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2739,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2740,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2741,Server,,,,,
HPE,TEMPLATE-HPE-Server-2742,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2743,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2744,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2745,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2746,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2747,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2748,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2749,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2750,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2751,Server,,,,,
HPE,TEMPLATE-HPE-Server-2752,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2753,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2754,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2755,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2756,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2757,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2758,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2759,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2760,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2761,Server,,,,,
HPE,TEMPLATE-HPE-Server-2762,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2763,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2764,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2765,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2766,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2767,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2768,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2769,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2770,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2771,Server,,,,,
HPE,TEMPLATE-HPE-Server-2772,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2773,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2774,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2775,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2776,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2777,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2778,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2779,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2780,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2781,Server,,,,,
HPE,TEMPLATE-HPE-Server-2782,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2783,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2784,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2785,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2786,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2787,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2788,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2789,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2790,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2791,Server,,,,,
HPE,TEMPLATE-HPE-Server-2792,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2793,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2794,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2795,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2796,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2797,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2798,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2799,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2800,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2801,Server,,,,,
HPE,TEMPLATE-HPE-Server-2802,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2803,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2804,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2805,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2806,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2807,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2808,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2809,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2810,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2811,Server,,,,,
HPE,TEMPLATE-HPE-Server-2812,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2813,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2814,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2815,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2816,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2817,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2818,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2819,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2820,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2821,Server,,,,,
HPE,TEMPLATE-HPE-Server-2822,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2823,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2824,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2825,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2826,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2827,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2828,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2829,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2830,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2831,Server,,,,,
HPE,TEMPLATE-HPE-Server-2832,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2833,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2834,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2835,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2836,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2837,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2838,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2839,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2840,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2841,Server,,,,,
HPE,TEMPLATE-HPE-Server-2842,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2843,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2844,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2845,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2846,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2847,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2848,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2849,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2850,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2851,Server,,,,,
HPE,TEMPLATE-HPE-Server-2852,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2853,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2854,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2855,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2856,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2857,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2858,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2859,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2860,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2861,Server,,,,,
HPE,TEMPLATE-HPE-Server-2862,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2863,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2864,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2865,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2866,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2867,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2868,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2869,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2870,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2871,Server,,,,,
HPE,TEMPLATE-HPE-Server-2872,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2873,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2874,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2875,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2876,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2877,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2878,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2879,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2880,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2881,Server,,,,,
HPE,TEMPLATE-HPE-Server-2882,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2883,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2884,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2885,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2886,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2887,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2888,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2889,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2890,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2891,Server,,,,,
HPE,TEMPLATE-HPE-Server-2892,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2893,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2894,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2895,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2896,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2897,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2898,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2899,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2900,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2901,Server,,,,,
HPE,TEMPLATE-HPE-Server-2902,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2903,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2904,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2905,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2906,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2907,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2908,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2909,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2910,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2911,Server,,,,,
HPE,TEMPLATE-HPE-Server-2912,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2913,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2914,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2915,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2916,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2917,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2918,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2919,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2920,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2921,Server,,,,,
HPE,TEMPLATE-HPE-Server-2922,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2923,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2924,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2925,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2926,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2927,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2928,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2929,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2930,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2931,Server,,,,,
HPE,TEMPLATE-HPE-Server-2932,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2933,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2934,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2935,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2936,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2937,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2938,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2939,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2940,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2941,Server,,,,,
HPE,TEMPLATE-HPE-Server-2942,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2943,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2944,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2945,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2946,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2947,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2948,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2949,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2950,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2951,Server,,,,,
HPE,TEMPLATE-HPE-Server-2952,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2953,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2954,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2955,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2956,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2957,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2958,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2959,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2960,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2961,Server,,,,,
HPE,TEMPLATE-HPE-Server-2962,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2963,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2964,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2965,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2966,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2967,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2968,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2969,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2970,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2971,Server,,,,,
HPE,TEMPLATE-HPE-Server-2972,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2973,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2974,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2975,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2976,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2977,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2978,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2979,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2980,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2981,Server,,,,,
HPE,TEMPLATE-HPE-Server-2982,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2983,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2984,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2985,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2986,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2987,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2988,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2989,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2990,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2991,Server,,,,,
HPE,TEMPLATE-HPE-Server-2992,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2993,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2994,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2995,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2996,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2997,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2998,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2999,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-3000,Switch,,,,,
Dell,TEMPLATE-DELL-Server-3001,Server,,,,,
HPE,TEMPLATE-HPE-Server-3002,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-3003,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-3004,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-3005,Firewall,,,,,
